date,description,category,type,amount
2025-07-08,Pendapatan toko online,Business,income,8778174
2025-06-19,Nonton konser musik,Entertainment,expense,484715
2025-07-11,Penjualan barang bekas,Other Income,income,126625
2025-02-08,Penarikan tunai ATM,Other Expense,expense,222180
2025-06-09,Beli vitamin di Guardian,Health & Medical,expense,79201
2025-02-18,Beli obat di apotek,Health & Medical,expense,1554622
2024-10-28,Beli makanan di Indomaret,Food & Dining,expense,79096
2025-07-11,Beli buku pelajaran,Education,expense,3615926
2025-07-28,Pesan GoFood,Food & Dining,expense,86960
2025-04-18,Bayar air PDAM,Bills & Utilities,expense,654712
2025-03-05,Belanja pakaian di Uniqlo,Shopping,expense,618916
2025-02-18,Bunga tabungan bank,Other Income,income,478943
2024-11-08,Tiket KRL Bekasi-Jakarta,Transportation,expense,199834
2025-06-09,Penjualan barang bekas,Other Income,income,252129
2025-03-08,Belanja pakaian di Uniqlo,Shopping,expense,2394603
2024-11-19,Naik Gojek ke kantor,Transportation,expense,195408
2025-10-10,Biaya transfer antar bank,Other Expense,expense,320150
2024-12-12,Denda keterlambatan,Other Expense,expense,306236
2025-03-09,Beli tiket bioskop XXI,Entertainment,expense,409264
2025-09-16,Nonton konser musik,Entertainment,expense,98940
2025-06-26,Beli makanan di Indomaret,Food & Dining,expense,182301
2025-01-03,Isi bensin di SPBU Pertamina,Transportation,expense,206779
2025-06-17,Konsultasi dokter umum,Health & Medical,expense,109058
2025-06-22,Zakat bulanan,Gift & Donation,expense,168359
2025-03-01,Biaya transfer antar bank,Other Expense,expense,463797
2025-02-03,Beli bunga untuk keluarga,Gift & Donation,expense,202237
2024-12-01,Pesan gadget di Shopee,Shopping,expense,4210824
2025-01-24,Cek kesehatan di RS Hermina,Health & Medical,expense,657361
2025-10-12,Kopi di Starbucks,Food & Dining,expense,132189
2024-12-12,Beli jam tangan Casio,Shopping,expense,954982
2024-11-17,Pemasukan usaha kecil,Business,income,1094685
2025-05-05,Langganan Spotify,Entertainment,expense,571383
2025-10-09,Bayar tagihan listrik PLN,Bills & Utilities,expense,900026
2025-06-22,Langganan Netflix,Entertainment,expense,32582
2025-05-14,Belanja bulanan di Superindo,Shopping,expense,3813555
2024-11-19,Penarikan tunai ATM,Other Expense,expense,499816
2024-11-07,Belanja pakaian di Uniqlo,Shopping,expense,2862038
2025-05-22,Beli game di Steam,Entertainment,expense,776486
2025-08-10,Belanja pakaian di Uniqlo,Shopping,expense,3073178
2025-07-27,Beli game di Steam,Entertainment,expense,631731
2025-04-13,Makan siang di warung padang,Food & Dining,expense,263713
2025-03-31,Gaji lembur,Salary,income,5503737
2025-07-02,Makan siang di warung padang,Food & Dining,expense,147609
2025-08-06,Pesan gadget di Shopee,Shopping,expense,153383
2025-02-09,Dinner di restoran Jepang,Food & Dining,expense,261947
2024-11-08,Isi bensin di SPBU Pertamina,Transportation,expense,181533
2025-01-12,Bonus tahunan,Salary,income,6569075
2025-07-25,Isi bensin di SPBU Pertamina,Transportation,expense,223122
2024-11-12,Bayar iuran keamanan,Bills & Utilities,expense,1658696
2024-11-29,Komisi reseller,Business,income,7040556
2025-01-25,Bonus tahunan,Salary,income,7012432
2025-04-01,Kopi di Starbucks,Food & Dining,expense,166448
2024-12-18,Biaya transfer antar bank,Other Expense,expense,270035
2025-01-15,Tiket KRL Bekasi-Jakarta,Transportation,expense,153434
2024-10-25,Bayar tol,Transportation,expense,129219
2025-02-24,Tes darah di klinik,Health & Medical,expense,903671
2025-02-14,Pesan GoFood,Food & Dining,expense,178090
2025-01-24,Cek kesehatan di RS Hermina,Health & Medical,expense,806119
2025-09-18,Belanja pakaian di Uniqlo,Shopping,expense,3382889
2025-04-15,Pesan GoFood,Food & Dining,expense,114940
2025-03-09,Nonton konser musik,Entertainment,expense,812019
2025-09-27,Isi bensin di SPBU Pertamina,Transportation,expense,201476
2025-03-10,Beli makanan di Indomaret,Food & Dining,expense,179955
2025-06-21,Biaya transfer antar bank,Other Expense,expense,473104
2025-09-02,Beli jam tangan Casio,Shopping,expense,239615
2025-05-25,Beli tiket bioskop XXI,Entertainment,expense,692716
2025-04-01,Penjualan barang bekas,Other Income,income,59478
2025-06-19,Beli tiket bioskop XXI,Entertainment,expense,448841
2025-08-26,Bayar tol,Transportation,expense,224523
2024-11-03,Konsultasi dokter umum,Health & Medical,expense,1470038
2025-04-16,Pesan gadget di Shopee,Shopping,expense,3062267
2025-04-19,Zakat bulanan,Gift & Donation,expense,127384
2024-12-28,Bayar tagihan listrik PLN,Bills & Utilities,expense,321813
2025-09-28,Tiket KRL Bekasi-Jakarta,Transportation,expense,38951
2025-08-15,Bayar uang sekolah anak,Education,expense,862682
2025-07-25,Beli jam tangan Casio,Shopping,expense,3444059
2025-08-28,Denda keterlambatan,Other Expense,expense,430653
2025-03-01,Komisi reseller,Business,income,8535774
2025-07-12,Komisi reseller,Business,income,7568258
2025-06-16,Beli sepatu di Tokopedia,Shopping,expense,3232379
2025-07-05,Makan siang di warung padang,Food & Dining,expense,295523
2025-06-12,Tes darah di klinik,Health & Medical,expense,592780
2025-02-17,Beli makanan di Indomaret,Food & Dining,expense,249806
2024-12-06,Pendapatan tambahan,Other Income,income,305989
2024-11-07,Tiket KRL Bekasi-Jakarta,Transportation,expense,138632
2025-08-08,Konsultasi dokter umum,Health & Medical,expense,323949
2025-03-24,Bayar tol,Transportation,expense,21432
2025-08-10,Dinner di restoran Jepang,Food & Dining,expense,297393
2025-08-29,Beli game di Steam,Entertainment,expense,785840
2025-01-31,Bunga tabungan bank,Other Income,income,421787
2025-03-13,Beli buku pelajaran,Education,expense,4632637
2025-06-02,Konsultasi dokter umum,Health & Medical,expense,617109
2025-07-07,Gaji bulanan PT Astra,Salary,income,7646108
2025-08-11,Isi bensin di SPBU Pertamina,Transportation,expense,148355
2025-03-11,Langganan internet Indihome,Bills & Utilities,expense,1005326
2025-10-22,Beli sepatu di Tokopedia,Shopping,expense,131607
2025-01-15,Belanja pakaian di Uniqlo,Shopping,expense,1721865
2025-10-08,Biaya transfer antar bank,Other Expense,expense,399306
2025-04-23,Belanja pakaian di Uniqlo,Shopping,expense,2808622
2025-02-10,Pesan GoFood,Food & Dining,expense,21037
2024-10-31,Makan siang di warung padang,Food & Dining,expense,292103
2025-03-20,Bayar air PDAM,Bills & Utilities,expense,1659812
2025-06-11,Biaya transfer antar bank,Other Expense,expense,135447
2025-08-31,Sumbangan ke panti asuhan,Gift & Donation,expense,15063
2025-07-15,Beli makanan di Indomaret,Food & Dining,expense,67176
2024-12-21,Parkir di Mall,Transportation,expense,116481
2025-08-14,Makan siang di warung padang,Food & Dining,expense,68415
2025-09-08,Bayar iuran keamanan,Bills & Utilities,expense,419329
2025-10-07,Beli tiket bioskop XXI,Entertainment,expense,538491
2025-08-15,Beli game di Steam,Entertainment,expense,725958
2025-06-14,Pemasukan usaha kecil,Business,income,1250435
2025-07-26,Bayar tagihan listrik PLN,Bills & Utilities,expense,1767564
2025-03-24,Denda keterlambatan,Other Expense,expense,294859
2025-05-27,Tiket KRL Bekasi-Jakarta,Transportation,expense,135836
2025-02-24,Beli vitamin di Guardian,Health & Medical,expense,135208
2025-08-23,Makan siang di warung padang,Food & Dining,expense,290034
2025-02-26,Cek kesehatan di RS Hermina,Health & Medical,expense,961342
2025-02-24,Naik Gojek ke kantor,Transportation,expense,126829
2025-07-16,Naik Gojek ke kantor,Transportation,expense,241310
2024-12-08,Parkir di Mall,Transportation,expense,183579
2025-09-17,Zakat bulanan,Gift & Donation,expense,397323
2025-04-08,Denda keterlambatan,Other Expense,expense,272798
2025-03-29,Belanja bulanan di Superindo,Shopping,expense,1308972
2025-09-12,Pesan GoFood,Food & Dining,expense,156196
2024-11-26,Cashback e-wallet,Other Income,income,200326
2025-02-21,Langganan Spotify,Entertainment,expense,311225
2024-11-06,Top up pulsa Telkomsel,Bills & Utilities,expense,1036331
2025-08-12,Langganan platform e-learning,Education,expense,2200363
2025-10-17,Konsultasi dokter umum,Health & Medical,expense,623231
2025-06-05,Top up pulsa Telkomsel,Bills & Utilities,expense,410944
2024-12-09,Biaya administrasi bank,Other Expense,expense,40702
2025-03-07,Pembayaran dari klien,Business,income,768971
2024-12-07,Belanja bulanan di Superindo,Shopping,expense,4302987
2025-09-21,Beli sepatu di Tokopedia,Shopping,expense,1916399
2025-08-23,Komisi reseller,Business,income,5348379
2025-05-10,Pesan GoFood,Food & Dining,expense,93787
2025-04-17,Beli makanan di Indomaret,Food & Dining,expense,282561
2025-03-05,Bayar tol,Transportation,expense,190571
2025-06-18,Beli buku pelajaran,Education,expense,2007582
2025-05-20,Beli buku pelajaran,Education,expense,2713664
2025-04-16,Beli sepatu di Tokopedia,Shopping,expense,3862067
2025-03-21,Makan siang di warung padang,Food & Dining,expense,65712
2024-12-09,Belanja bulanan di Superindo,Shopping,expense,4747735
2025-10-16,Belanja bulanan di Superindo,Shopping,expense,2835148
2024-12-20,Tiket KRL Bekasi-Jakarta,Transportation,expense,189992
2025-09-08,Bayar tagihan listrik PLN,Bills & Utilities,expense,470544
2025-04-17,Penjualan barang bekas,Other Income,income,305940
2025-09-27,Kopi di Starbucks,Food & Dining,expense,228447
2024-11-22,Naik Gojek ke kantor,Transportation,expense,131804
2025-02-11,Hadiah ulang tahun untuk teman,Gift & Donation,expense,68071
2025-05-19,Beli vitamin di Guardian,Health & Medical,expense,99349
2024-12-26,Makan siang di warung padang,Food & Dining,expense,147036
2025-06-13,Pembayaran dari klien,Business,income,1954012
2025-01-19,Makan siang di warung padang,Food & Dining,expense,125121
2025-09-08,Belanja bulanan di Superindo,Shopping,expense,3633745
2024-12-06,Parkir di Mall,Transportation,expense,42792
2025-07-21,Kopi di Starbucks,Food & Dining,expense,216220
2025-05-29,Dinner di restoran Jepang,Food & Dining,expense,248183
2025-03-03,Beli buku pelajaran,Education,expense,2717720
2025-03-27,Bayar tagihan listrik PLN,Bills & Utilities,expense,1473826
2025-06-04,Beli sepatu di Tokopedia,Shopping,expense,3564507
2025-05-06,Langganan Spotify,Entertainment,expense,885303
2025-09-05,Makan siang di warung padang,Food & Dining,expense,66196
2024-10-25,Beli buku pelajaran,Education,expense,3169819
2025-03-29,Bonus tahunan,Salary,income,13251338
2025-02-19,Pesan gadget di Shopee,Shopping,expense,2983683
2024-12-03,Komisi reseller,Business,income,8740448
2025-01-16,Bayar iuran keamanan,Bills & Utilities,expense,442217
2025-10-04,Bayar kursus online,Education,expense,1158789
2025-05-11,Bonus tahunan,Salary,income,12601139
2025-05-10,Beli makanan di Indomaret,Food & Dining,expense,239312
2025-04-19,Biaya transfer antar bank,Other Expense,expense,498574
2025-01-08,Biaya transfer antar bank,Other Expense,expense,458751
2024-11-30,Pesan gadget di Shopee,Shopping,expense,3757175
2025-06-05,Bayar iuran keamanan,Bills & Utilities,expense,1170882
2025-03-21,Konsultasi dokter umum,Health & Medical,expense,1042592
2025-09-26,Gaji bulanan PT Astra,Salary,income,7678376
2025-09-14,Sumbangan ke panti asuhan,Gift & Donation,expense,227782
2024-11-09,Bayar kursus online,Education,expense,3562657
2025-03-26,Tiket KRL Bekasi-Jakarta,Transportation,expense,141228
2025-03-25,Beli bunga untuk keluarga,Gift & Donation,expense,162645
2025-03-31,Beli sepatu di Tokopedia,Shopping,expense,2330654
2024-11-18,Langganan Spotify,Entertainment,expense,342162
2025-05-03,Biaya transfer antar bank,Other Expense,expense,297144
2025-01-07,Belanja pakaian di Uniqlo,Shopping,expense,778807
2025-02-28,Langganan platform e-learning,Education,expense,3088696
2025-03-02,Pesan gadget di Shopee,Shopping,expense,4872040
2025-05-14,Belanja pakaian di Uniqlo,Shopping,expense,2368714
2024-12-24,Beli obat di apotek,Health & Medical,expense,261970
2025-07-01,Pendapatan tambahan,Other Income,income,415856
2025-07-30,Nonton konser musik,Entertainment,expense,104208
2025-06-16,Pembayaran dari klien,Business,income,4678829
2025-02-18,Dinner di restoran Jepang,Food & Dining,expense,180811
2025-10-03,Langganan Spotify,Entertainment,expense,635261
2025-07-06,Konsultasi dokter umum,Health & Medical,expense,1740915
2025-07-19,Belanja pakaian di Uniqlo,Shopping,expense,4385376
2025-05-24,Konsultasi dokter umum,Health & Medical,expense,1175835
2025-05-17,Dinner di restoran Jepang,Food & Dining,expense,156142
2024-12-11,Kopi di Starbucks,Food & Dining,expense,72825
2024-12-07,Pesan GoFood,Food & Dining,expense,104409
2025-01-30,Les bahasa Inggris,Education,expense,2440135
2025-02-25,Isi bensin di SPBU Pertamina,Transportation,expense,236280
2025-10-19,Makan siang di warung padang,Food & Dining,expense,230474
2025-08-30,Kopi di Starbucks,Food & Dining,expense,296767
2025-02-21,Bayar tagihan listrik PLN,Bills & Utilities,expense,1141595
2025-10-22,Belanja pakaian di Uniqlo,Shopping,expense,4288230
2024-11-20,Bayar tagihan listrik PLN,Bills & Utilities,expense,524957
2025-10-14,Belanja pakaian di Uniqlo,Shopping,expense,1741516
2025-06-07,Tiket KRL Bekasi-Jakarta,Transportation,expense,154378
2025-08-27,Zakat bulanan,Gift & Donation,expense,966740
2024-12-06,Makan siang di warung padang,Food & Dining,expense,164715
2025-02-06,Makan siang di warung padang,Food & Dining,expense,176140
2025-02-22,Gaji bulanan PT Astra,Salary,income,6794118
2024-12-11,Biaya transfer antar bank,Other Expense,expense,319169
2025-05-22,Gaji lembur,Salary,income,5764825
2025-09-09,Biaya administrasi bank,Other Expense,expense,407237
2025-04-21,Bayar air PDAM,Bills & Utilities,expense,1533912
2024-11-17,Potongan layanan e-wallet,Other Expense,expense,388409
2024-12-11,Hasil penjualan produk,Business,income,5279750
2025-07-17,Refund pembelian,Other Income,income,182310
2025-09-08,Bayar kursus online,Education,expense,1110662
2025-06-03,Isi bensin di SPBU Pertamina,Transportation,expense,99319
2025-07-20,Langganan Spotify,Entertainment,expense,193695
2024-11-02,Biaya administrasi bank,Other Expense,expense,257751
2025-07-19,Belanja bulanan di Superindo,Shopping,expense,3771526
2025-06-20,Pendapatan toko online,Business,income,2808575
2024-11-19,Gaji lembur,Salary,income,16996697
2024-12-18,Beli game di Steam,Entertainment,expense,455685
2024-11-05,Bayar tol,Transportation,expense,154841
2024-12-17,Potongan layanan e-wallet,Other Expense,expense,418523
2025-01-09,Beli bunga untuk keluarga,Gift & Donation,expense,146082
2025-08-19,Nonton konser musik,Entertainment,expense,684527
2025-06-25,Langganan internet Indihome,Bills & Utilities,expense,1128464
2025-01-31,Tiket KRL Bekasi-Jakarta,Transportation,expense,137183
2024-11-11,Beli buku pelajaran,Education,expense,3853136
2024-12-15,Bayar iuran keamanan,Bills & Utilities,expense,1986745
2025-03-17,Pesan GoFood,Food & Dining,expense,27824
2025-04-27,Pendapatan tambahan,Other Income,income,421240
2025-07-05,Langganan platform e-learning,Education,expense,364055
2025-09-20,Pesan GoFood,Food & Dining,expense,154686
2025-01-29,Penjualan barang bekas,Other Income,income,428592
2025-05-12,Beli sepatu di Tokopedia,Shopping,expense,1612151
2025-05-10,Belanja pakaian di Uniqlo,Shopping,expense,4958008
2025-08-26,Dinner di restoran Jepang,Food & Dining,expense,220501
2025-06-12,Hasil penjualan produk,Business,income,4855056
2024-11-01,Top up pulsa Telkomsel,Bills & Utilities,expense,915652
2024-11-24,Tunjangan transportasi,Salary,income,12330480
2025-02-24,Sumbangan ke panti asuhan,Gift & Donation,expense,616144
2024-12-06,Beli buku pelajaran,Education,expense,2799907
2025-05-18,Makan siang di warung padang,Food & Dining,expense,176338
2024-11-28,Beli jam tangan Casio,Shopping,expense,87009
2025-02-10,Gaji bulanan PT Astra,Salary,income,8315596
2025-09-19,Bayar kursus online,Education,expense,4484572
2025-03-15,Cek kesehatan di RS Hermina,Health & Medical,expense,1829506
2025-09-04,Langganan Netflix,Entertainment,expense,584336
2024-12-31,Nonton konser musik,Entertainment,expense,322575
2025-07-06,Hasil penjualan produk,Business,income,1606598
2024-10-27,Langganan Netflix,Entertainment,expense,336069
2025-08-25,Bayar tol,Transportation,expense,222171
2025-04-01,Naik Gojek ke kantor,Transportation,expense,234959
2025-01-05,Langganan Netflix,Entertainment,expense,125836
2025-05-03,Bayar kursus online,Education,expense,4095252
2025-10-22,Denda keterlambatan,Other Expense,expense,298384
2025-05-16,Langganan internet Indihome,Bills & Utilities,expense,1595091
2025-09-28,Beli tiket bioskop XXI,Entertainment,expense,929887
2025-02-18,Donasi ke masjid,Gift & Donation,expense,334909
2024-12-08,Pendapatan toko online,Business,income,552684
2024-12-21,Bayar kursus online,Education,expense,2416407
2025-03-03,Pendapatan proyek freelance,Salary,income,17896770
2025-07-07,Beli jam tangan Casio,Shopping,expense,4959078
2025-04-03,Bayar tagihan listrik PLN,Bills & Utilities,expense,1090817
2025-04-12,Nonton konser musik,Entertainment,expense,356542
2024-12-31,Biaya administrasi bank,Other Expense,expense,296265
2025-07-01,Bayar tol,Transportation,expense,96380
2025-02-18,Isi bensin di SPBU Pertamina,Transportation,expense,165261
2025-07-03,Bayar uang sekolah anak,Education,expense,4350420
2025-04-25,Parkir di Mall,Transportation,expense,78051
2025-09-14,Beli jam tangan Casio,Shopping,expense,432641
2025-06-15,Pendapatan tambahan,Other Income,income,94293
2024-10-31,Beli game di Steam,Entertainment,expense,180965
2025-06-01,Tes darah di klinik,Health & Medical,expense,1640434
2025-03-14,Denda keterlambatan,Other Expense,expense,231695
2025-01-02,Pendapatan proyek freelance,Salary,income,5615362
2025-06-05,Bayar kursus online,Education,expense,953504
2025-02-03,Dinner di restoran Jepang,Food & Dining,expense,52058
2024-12-23,Komisi reseller,Business,income,6567543
2025-09-20,Langganan internet Indihome,Bills & Utilities,expense,1108068
2025-06-25,Pembayaran dari klien,Business,income,1526789
2025-06-28,Langganan Netflix,Entertainment,expense,353499
2025-07-20,Cek kesehatan di RS Hermina,Health & Medical,expense,83440
2025-03-22,Beli jam tangan Casio,Shopping,expense,661495
2025-04-06,Konsultasi dokter umum,Health & Medical,expense,1529913
2025-05-06,Bonus tahunan,Salary,income,5835682
2025-01-18,Belanja bulanan di Superindo,Shopping,expense,2837792
2025-10-07,Beli vitamin di Guardian,Health & Medical,expense,1157458
2025-06-09,Bayar air PDAM,Bills & Utilities,expense,489937
2025-03-24,Pemasukan usaha kecil,Business,income,1266605
2025-05-29,Pendapatan proyek freelance,Salary,income,9205572
2025-06-07,Belanja pakaian di Uniqlo,Shopping,expense,3214576
2025-01-03,Bunga tabungan bank,Other Income,income,260732
2025-04-13,Isi bensin di SPBU Pertamina,Transportation,expense,64590
2025-05-15,Potongan layanan e-wallet,Other Expense,expense,259502
2025-04-23,Bayar air PDAM,Bills & Utilities,expense,1366138
2025-07-19,Beli sepatu di Tokopedia,Shopping,expense,3667481
2025-06-22,Potongan layanan e-wallet,Other Expense,expense,328442
2025-09-30,Dinner di restoran Jepang,Food & Dining,expense,35838
2025-07-16,Konsultasi dokter umum,Health & Medical,expense,874986
2025-01-20,Hadiah ulang tahun untuk teman,Gift & Donation,expense,70329
2025-04-29,Denda keterlambatan,Other Expense,expense,417592
2024-10-25,Langganan Spotify,Entertainment,expense,383701
2025-08-27,Beli makanan di Indomaret,Food & Dining,expense,95911
2025-08-13,Bonus tahunan,Salary,income,12014890
2025-04-07,Biaya administrasi bank,Other Expense,expense,322570
2025-03-02,Pendapatan proyek freelance,Salary,income,18027703
2025-01-28,Kopi di Starbucks,Food & Dining,expense,188647
2024-11-20,Top up pulsa Telkomsel,Bills & Utilities,expense,1645067
2025-08-22,Gaji lembur,Salary,income,19794751
2025-10-20,Pendapatan proyek freelance,Salary,income,10687491
2025-01-11,Les bahasa Inggris,Education,expense,3760236
2025-10-17,Tiket KRL Bekasi-Jakarta,Transportation,expense,236139
2025-07-18,Pesan GoFood,Food & Dining,expense,156142
2025-06-23,Beli sepatu di Tokopedia,Shopping,expense,1812093
2025-06-12,Bayar air PDAM,Bills & Utilities,expense,1628074
2024-11-21,Beli tiket bioskop XXI,Entertainment,expense,760469
2025-09-16,Beli sepatu di Tokopedia,Shopping,expense,1285013
2024-12-15,Gaji bulanan PT Astra,Salary,income,17777137
2025-04-29,Bayar tol,Transportation,expense,180720
2025-08-28,Pendapatan proyek freelance,Salary,income,7024875
2025-05-26,Gaji bulanan PT Astra,Salary,income,7757866
2025-01-10,Kopi di Starbucks,Food & Dining,expense,215008
2025-03-08,Parkir di Mall,Transportation,expense,229453
2025-08-13,Komisi reseller,Business,income,9785500
2025-05-01,Langganan Netflix,Entertainment,expense,204257
2025-08-14,Bayar tol,Transportation,expense,12061
2025-01-21,Nonton konser musik,Entertainment,expense,216272
2025-05-21,Pesan GoFood,Food & Dining,expense,27295
2025-01-24,Parkir di Mall,Transportation,expense,187893
2025-07-02,Langganan internet Indihome,Bills & Utilities,expense,1838172
2025-05-26,Naik Gojek ke kantor,Transportation,expense,153226
2025-06-09,Makan siang di warung padang,Food & Dining,expense,263559
2024-12-02,Pesan GoFood,Food & Dining,expense,229747
2024-11-11,Beli game di Steam,Entertainment,expense,951316
2024-11-07,Bayar kursus online,Education,expense,2542807
2025-02-05,Hadiah ulang tahun untuk teman,Gift & Donation,expense,203724
2025-01-23,Top up pulsa Telkomsel,Bills & Utilities,expense,632268
2025-08-13,Beli vitamin di Guardian,Health & Medical,expense,519503
2025-01-11,Bayar tol,Transportation,expense,157639
2025-05-31,Beli vitamin di Guardian,Health & Medical,expense,556810
2025-07-25,Pendapatan toko online,Business,income,4229447
2025-05-13,Sumbangan ke panti asuhan,Gift & Donation,expense,802966
2024-11-22,Les bahasa Inggris,Education,expense,1410919
2025-08-31,Bayar uang sekolah anak,Education,expense,4714084
2025-10-14,Bayar kursus online,Education,expense,1936969
2025-02-14,Potongan layanan e-wallet,Other Expense,expense,76700
2025-07-01,Bonus tahunan,Salary,income,8022958
2025-01-11,Pendapatan toko online,Business,income,2477579
2025-04-18,Bayar air PDAM,Bills & Utilities,expense,1467799
2025-08-06,Kopi di Starbucks,Food & Dining,expense,245044
2025-05-30,Pesan GoFood,Food & Dining,expense,240086
2025-09-17,Pendapatan proyek freelance,Salary,income,10555400
2025-01-15,Beli jam tangan Casio,Shopping,expense,4688604
2025-04-22,Penjualan barang bekas,Other Income,income,117693
2025-03-06,Beli bunga untuk keluarga,Gift & Donation,expense,663712
2025-05-01,Potongan layanan e-wallet,Other Expense,expense,22265
2025-07-07,Gaji bulanan PT Astra,Salary,income,19414354
2025-03-25,Komisi reseller,Business,income,546795
2025-04-26,Top up pulsa Telkomsel,Bills & Utilities,expense,1680282
2025-01-16,Bayar tagihan listrik PLN,Bills & Utilities,expense,193522
2025-09-27,Pendapatan toko online,Business,income,2232796
2025-08-22,Hadiah ulang tahun untuk teman,Gift & Donation,expense,58714
2024-11-30,Beli sepatu di Tokopedia,Shopping,expense,3165559
2025-09-04,Cek kesehatan di RS Hermina,Health & Medical,expense,118313
2025-07-26,Tes darah di klinik,Health & Medical,expense,1250456
2025-02-14,Beli makanan di Indomaret,Food & Dining,expense,110886
2025-01-28,Pesan gadget di Shopee,Shopping,expense,2124219
2024-10-25,Beli tiket bioskop XXI,Entertainment,expense,195922
2024-11-25,Langganan Spotify,Entertainment,expense,62715
2025-09-20,Pesan gadget di Shopee,Shopping,expense,2829856
2024-12-19,Bayar kursus online,Education,expense,1997856
2025-04-08,Les bahasa Inggris,Education,expense,380097
2025-08-15,Beli game di Steam,Entertainment,expense,548790
2025-03-16,Pemasukan usaha kecil,Business,income,3992198
2025-02-24,Hadiah ulang tahun untuk teman,Gift & Donation,expense,212111
2025-02-25,Pesan gadget di Shopee,Shopping,expense,3356069
2025-05-28,Belanja bulanan di Superindo,Shopping,expense,1159499
2024-11-04,Beli makanan di Indomaret,Food & Dining,expense,201833
2025-09-17,Zakat bulanan,Gift & Donation,expense,251687
2025-03-08,Isi bensin di SPBU Pertamina,Transportation,expense,207304
2025-01-12,Beli obat di apotek,Health & Medical,expense,1894872
2025-06-06,Sumbangan ke panti asuhan,Gift & Donation,expense,827968
2025-05-11,Bayar uang sekolah anak,Education,expense,2726111
2025-09-01,Zakat bulanan,Gift & Donation,expense,150401
2025-01-03,Makan siang di warung padang,Food & Dining,expense,147258
2025-01-31,Pendapatan proyek freelance,Salary,income,6262551
2025-03-29,Pendapatan proyek freelance,Salary,income,14864971
2025-01-11,Les bahasa Inggris,Education,expense,650011
2025-01-23,Dinner di restoran Jepang,Food & Dining,expense,160614
2025-08-07,Cashback e-wallet,Other Income,income,116508
2025-09-05,Tunjangan transportasi,Salary,income,18368586
2024-12-28,Tiket KRL Bekasi-Jakarta,Transportation,expense,57398
2024-11-29,Top up pulsa Telkomsel,Bills & Utilities,expense,1574278
2025-06-25,Langganan Netflix,Entertainment,expense,410465
2024-12-26,Beli game di Steam,Entertainment,expense,464126
2025-04-03,Beli vitamin di Guardian,Health & Medical,expense,366973
2025-09-09,Pendapatan tambahan,Other Income,income,491196
2025-05-06,Langganan internet Indihome,Bills & Utilities,expense,315766
2025-09-04,Belanja pakaian di Uniqlo,Shopping,expense,3621227
2025-02-16,Bayar tol,Transportation,expense,16933
2025-08-21,Beli makanan di Indomaret,Food & Dining,expense,103015
2025-03-08,Pendapatan tambahan,Other Income,income,175363
2024-11-22,Pesan gadget di Shopee,Shopping,expense,1652659
2024-11-23,Belanja pakaian di Uniqlo,Shopping,expense,3018165
2025-04-09,Penarikan tunai ATM,Other Expense,expense,195926
2024-12-09,Kopi di Starbucks,Food & Dining,expense,162032
2024-12-12,Beli tiket bioskop XXI,Entertainment,expense,630152
2025-03-24,Cashback e-wallet,Other Income,income,134656
2025-07-13,Cashback e-wallet,Other Income,income,456353
2025-08-20,Pendapatan proyek freelance,Salary,income,12734220
2025-03-04,Bunga tabungan bank,Other Income,income,254390
2025-05-01,Hadiah ulang tahun untuk teman,Gift & Donation,expense,736059
2024-12-28,Denda keterlambatan,Other Expense,expense,90386
2025-07-28,Tiket KRL Bekasi-Jakarta,Transportation,expense,71935
2025-09-08,Denda keterlambatan,Other Expense,expense,428326
2025-10-15,Penjualan barang bekas,Other Income,income,498516
2025-08-20,Pendapatan toko online,Business,income,3525480
2025-03-25,Biaya administrasi bank,Other Expense,expense,414572
2025-07-01,Komisi reseller,Business,income,1195371
2025-09-11,Top up pulsa Telkomsel,Bills & Utilities,expense,901539
2025-02-05,Hadiah ulang tahun untuk teman,Gift & Donation,expense,933404
2025-08-19,Beli tiket bioskop XXI,Entertainment,expense,638206
2025-04-21,Komisi reseller,Business,income,2098449
2024-11-20,Bayar uang sekolah anak,Education,expense,1491914
2025-07-26,Langganan platform e-learning,Education,expense,2531321
2024-11-20,Langganan internet Indihome,Bills & Utilities,expense,1952666
2025-09-12,Hasil penjualan produk,Business,income,8946593
2025-07-20,Bayar uang sekolah anak,Education,expense,1711497
2025-01-17,Potongan layanan e-wallet,Other Expense,expense,416238
2025-10-20,Langganan platform e-learning,Education,expense,4108294
2025-01-18,Beli jam tangan Casio,Shopping,expense,200906
2025-03-07,Potongan layanan e-wallet,Other Expense,expense,218613
2025-09-24,Bonus tahunan,Salary,income,14806300
2025-03-27,Pesan gadget di Shopee,Shopping,expense,1867865
2025-05-01,Penjualan barang bekas,Other Income,income,52023
2025-01-16,Beli bunga untuk keluarga,Gift & Donation,expense,592430
2025-01-23,Beli sepatu di Tokopedia,Shopping,expense,2989058
2025-07-22,Makan siang di warung padang,Food & Dining,expense,116128
2025-01-16,Langganan platform e-learning,Education,expense,2615539
2025-07-31,Bonus tahunan,Salary,income,11898609
2025-02-27,Nonton konser musik,Entertainment,expense,943598
2024-12-07,Belanja pakaian di Uniqlo,Shopping,expense,1472096
2025-03-11,Beli sepatu di Tokopedia,Shopping,expense,781398
2025-08-11,Konsultasi dokter umum,Health & Medical,expense,417008
2024-10-28,Sumbangan ke panti asuhan,Gift & Donation,expense,644896
