date,description,category,type,amount
2025-08-11,Langganan Netflix Premium,Entertainment,expense,114762
2025-06-26,Isi bensin Pertalite,Transportation,expense,169198
2025-06-08,Bayar kursus Python online,Education,expense,3776067
2025-05-18,Bonus proyek akhir tahun,Salary,income,6570843
2025-10-11,Bayar tagihan listrik,Bills & Utilities,expense,999763
2025-06-30,Biaya transfer antar bank,Other Expense,expense,434392
2025-01-20,Sarapan di Warung Nasi Uduk,Food & Dining,expense,21742
2024-12-17,Langganan internet Biznet,Bills & Utilities,expense,115888
2025-02-15,Tunjangan makan bulanan,Salary,income,16682037
2025-04-13,Pesan makanan lewat GrabFood,Food & Dining,expense,109228
2025-08-06,Isi bensin Pertalite,Transportation,expense,210874
2025-04-01,Beli game di Steam,Entertainment,expense,440018
2024-12-26,Beli obat flu di apotek,Health & Medical,expense,242686
2025-03-01,Donasi ke gereja,Gift & Donation,expense,834230
2025-05-18,Donasi ke gereja,Gift & Donation,expense,390726
2025-05-05,Cek kesehatan rutin,Health & Medical,expense,274505
2025-04-20,Beli vitamin C di Guardian,Health & Medical,expense,1359437
2024-10-25,Biaya admin bank,Other Expense,expense,135341
2024-11-15,Bonus proyek akhir tahun,Salary,income,17775918
2025-03-28,Naik taksi Blue Bird,Transportation,expense,66920
2025-10-01,Ngopi bareng teman di KFC,Food & Dining,expense,137303
2025-03-31,Bayar SPP anak,Education,expense,2483103
2025-01-07,Top up pulsa XL,Bills & Utilities,expense,1728466
2024-10-27,Bayar iuran RT,Bills & Utilities,expense,118044
2025-09-19,Gaji bulanan dari perusahaan,Salary,income,19048392
2024-11-17,Naik taksi Blue Bird,Transportation,expense,160678
2025-05-14,Makan malam di Solaria,Food & Dining,expense,94243
2025-10-05,Langganan Skillshare,Education,expense,4159633
2025-02-01,Beli kopi di Janji Jiwa,Food & Dining,expense,222797
2025-05-17,Bunga deposito bank,Other Income,income,154800
2024-12-30,Beli buku pelajaran,Education,expense,2066933
2025-01-06,Bayar air PAM,Bills & Utilities,expense,659788
2025-04-20,Nonton konser K-pop,Entertainment,expense,303946
2025-02-21,Denda keterlambatan kartu kredit,Other Expense,expense,463047
2025-07-20,Zakat bulanan,Gift & Donation,expense,278984
2025-09-04,Tunjangan makan bulanan,Salary,income,14424978
2024-11-11,Pendapatan tambahan kecil,Other Income,income,113560
2025-06-19,Pemasukan dari usaha laundry,Business,income,3446902
2025-01-27,Cek kesehatan rutin,Health & Medical,expense,540622
2025-10-20,Sarapan di Warung Nasi Uduk,Food & Dining,expense,105394
2024-11-25,Bayar SPP anak,Education,expense,3960601
2025-07-22,Beli kopi di Janji Jiwa,Food & Dining,expense,221138
2025-01-25,Ngopi bareng teman di KFC,Food & Dining,expense,183205
2025-01-20,Belanja baju di Zara,Shopping,expense,221250
2025-04-21,Belanja baju di Zara,Shopping,expense,3516280
2024-11-09,Beli kopi di Janji Jiwa,Food & Dining,expense,269044
2025-04-19,Makan malam di Solaria,Food & Dining,expense,295333
2025-01-13,Bayar tol Cikampek,Transportation,expense,84713
2025-10-09,Pesan makanan lewat GrabFood,Food & Dining,expense,193643
2025-08-01,Bayar tagihan listrik,Bills & Utilities,expense,1813901
2025-06-05,Les privat matematika,Education,expense,3665602
2025-05-13,Tunjangan makan bulanan,Salary,income,7317034
2025-05-16,Bayar SPP anak,Education,expense,123483
2025-02-05,Komisi reseller,Business,income,1243181
2025-06-01,Beli sepatu di Shopee,Shopping,expense,2825878
2024-12-08,Bayar tagihan listrik,Bills & Utilities,expense,883170
2025-04-12,Refund tiket pesawat,Other Income,income,254696
2025-03-11,Komisi reseller,Business,income,9473685
2025-07-03,Refund tiket pesawat,Other Income,income,118421
2025-09-10,Beli mainan anak di Gramedia,Shopping,expense,3375331
2025-10-14,Pendapatan toko online,Business,income,6697516
2024-11-03,Bayar tagihan listrik,Bills & Utilities,expense,1469110
2025-03-01,Penarikan tunai ATM,Other Expense,expense,202213
2025-05-02,Penarikan tunai ATM,Other Expense,expense,211908
2025-03-27,Langganan Disney+,Entertainment,expense,229005
2025-03-06,Pendapatan tambahan kecil,Other Income,income,389741
2025-06-18,Gaji bulanan dari perusahaan,Salary,income,6568467
2025-04-25,Tes darah di klinik,Health & Medical,expense,1747004
2025-09-21,Bunga deposito bank,Other Income,income,14385
2024-10-25,Bayar air PAM,Bills & Utilities,expense,1027873
2024-10-30,Naik Transjakarta,Transportation,expense,141539
2025-01-11,Beli buku pelajaran,Education,expense,414608
2025-08-14,Refund tiket pesawat,Other Income,income,116961
2025-01-29,Gaji bulanan dari perusahaan,Salary,income,19195238
2025-02-24,Hadiah ulang tahun untuk teman,Gift & Donation,expense,921033
2025-06-07,Naik Transjakarta,Transportation,expense,90570
2025-07-07,Pesan makanan lewat GrabFood,Food & Dining,expense,76667
2025-04-26,Parkir di kantor,Transportation,expense,179747
2025-05-16,Langganan Skillshare,Education,expense,1886260
2024-12-07,Bayar tagihan listrik,Bills & Utilities,expense,354256
2025-09-03,Isi bensin Pertalite,Transportation,expense,104833
2024-11-10,Pendapatan dari freelance,Salary,income,18166236
2024-12-29,Beli kopi di Janji Jiwa,Food & Dining,expense,138907
2025-05-16,Bayar kursus Python online,Education,expense,3322309
2025-03-17,Pendapatan toko online,Business,income,6999754
2025-06-20,Tunjangan makan bulanan,Salary,income,10423097
2024-12-23,Parkir di kantor,Transportation,expense,45914
2025-10-05,Beli kopi di Janji Jiwa,Food & Dining,expense,149188
2025-02-12,Naik Transjakarta,Transportation,expense,128407
2025-01-03,Pendapatan toko online,Business,income,8255233
2025-04-29,Beli sepatu di Shopee,Shopping,expense,1348317
2025-05-11,Beli kopi di Janji Jiwa,Food & Dining,expense,86408
2025-01-30,Tunjangan makan bulanan,Salary,income,5144168
2024-11-13,Parkir di kantor,Transportation,expense,122987
2025-02-15,Komisi reseller,Business,income,8808568
2025-09-24,Beli sepatu di Shopee,Shopping,expense,3326791
2024-11-15,Langganan Skillshare,Education,expense,1785975
2024-12-30,Hadiah ulang tahun untuk teman,Gift & Donation,expense,10386
2025-04-21,Beli obat flu di apotek,Health & Medical,expense,1428558
2024-11-21,Cek kesehatan rutin,Health & Medical,expense,1280466
2024-10-24,Beli sepatu di Shopee,Shopping,expense,4920261
2025-06-19,Top up pulsa XL,Bills & Utilities,expense,1530411
2025-03-29,Bonus proyek akhir tahun,Salary,income,7061634
2025-01-12,Cashback ShopeePay,Other Income,income,170871
2025-04-09,Parkir di kantor,Transportation,expense,211530
2025-10-15,Belanja baju di Zara,Shopping,expense,704036
2024-12-11,Penarikan tunai ATM,Other Expense,expense,366200
2025-02-12,Bayar iuran RT,Bills & Utilities,expense,324560
2025-01-16,Bonus proyek akhir tahun,Salary,income,18263229
2025-07-09,Potongan layanan e-wallet,Other Expense,expense,318911
2025-08-04,Cashback ShopeePay,Other Income,income,12264
2025-01-09,Isi bensin Pertalite,Transportation,expense,142985
2025-10-14,Beli skincare di Watsons,Shopping,expense,3405537
2024-11-16,Langganan Skillshare,Education,expense,1219802
2025-02-15,Tunjangan makan bulanan,Salary,income,5186966
2025-10-04,Beli tiket bioskop XXI,Entertainment,expense,493866
2025-06-13,Beli vitamin C di Guardian,Health & Medical,expense,1975988
2025-04-16,Pendapatan dari freelance,Salary,income,14485818
2025-09-04,Beli game di Steam,Entertainment,expense,348694
2025-08-27,Bayar iuran RT,Bills & Utilities,expense,310518
2024-12-04,Langganan internet Biznet,Bills & Utilities,expense,387950
2025-05-05,Langganan Netflix Premium,Entertainment,expense,57055
2025-05-29,Ngopi bareng teman di KFC,Food & Dining,expense,70356
2025-06-18,Langganan Disney+,Entertainment,expense,779366
2024-12-14,Zakat bulanan,Gift & Donation,expense,441429
2025-05-21,Beli mainan anak di Gramedia,Shopping,expense,3599089
2025-04-03,Pembayaran dari klien,Business,income,2917763
2025-10-17,Bayar kursus Python online,Education,expense,4805325
2025-09-30,Pendapatan toko online,Business,income,3276527
2025-03-31,Bonus proyek akhir tahun,Salary,income,14318964
2025-10-22,Beli obat flu di apotek,Health & Medical,expense,780467
2025-07-12,Bayar tagihan listrik,Bills & Utilities,expense,866713
2025-06-24,Sarapan di Warung Nasi Uduk,Food & Dining,expense,274513
2025-09-06,Donasi ke gereja,Gift & Donation,expense,71214
2025-04-23,Sumbangan ke yayasan yatim,Gift & Donation,expense,404667
2025-02-12,Top up pulsa XL,Bills & Utilities,expense,285143
2025-08-15,Bayar kursus Python online,Education,expense,317872
2025-03-01,Bayar iuran RT,Bills & Utilities,expense,535890
2025-06-25,Belanja baju di Zara,Shopping,expense,2188831
2025-07-30,Pembayaran dari klien,Business,income,8414132
2025-04-23,Tes darah di klinik,Health & Medical,expense,988103
2025-02-17,Pendapatan tambahan kecil,Other Income,income,348540
2024-11-09,Refund tiket pesawat,Other Income,income,453291
2025-01-27,Konsultasi dokter gigi,Health & Medical,expense,1599183
2025-02-09,Beli sepatu di Shopee,Shopping,expense,1456177
2025-05-25,Isi bensin Pertalite,Transportation,expense,15541
2025-05-10,Les privat matematika,Education,expense,3649564
2025-06-23,Beli mainan anak di Gramedia,Shopping,expense,4053180
2025-01-31,Refund tiket pesawat,Other Income,income,230497
2025-07-13,Beli game di Steam,Entertainment,expense,298117
2025-04-25,Beli game di Steam,Entertainment,expense,48941
2025-01-02,Donasi ke gereja,Gift & Donation,expense,375387
2025-07-01,Langganan Disney+,Entertainment,expense,100879
2025-08-11,Beli game di Steam,Entertainment,expense,847673
2025-05-08,Bayar iuran RT,Bills & Utilities,expense,813322
2024-12-25,Pendapatan dari freelance,Salary,income,18082042
2025-08-13,Tunjangan makan bulanan,Salary,income,8918690
2025-10-05,Nonton konser K-pop,Entertainment,expense,121710
2025-02-06,Penjualan barang bekas,Other Income,income,220350
2025-01-12,Pembayaran dari klien,Business,income,2818629
2025-09-09,Les privat matematika,Education,expense,3760221
2025-07-15,Beli mainan anak di Gramedia,Shopping,expense,3881848
2025-06-11,Beli obat flu di apotek,Health & Medical,expense,408739
2024-12-18,Pendapatan dari freelance,Salary,income,5037515
2025-03-23,Nonton konser K-pop,Entertainment,expense,503336
2025-05-21,Tes darah di klinik,Health & Medical,expense,1307996
2025-07-16,Bayar tol Cikampek,Transportation,expense,60072
2025-08-10,Denda keterlambatan kartu kredit,Other Expense,expense,90479
2025-09-09,Pendapatan tambahan kecil,Other Income,income,49035
2024-12-30,Donasi ke gereja,Gift & Donation,expense,713124
2024-12-22,Sarapan di Warung Nasi Uduk,Food & Dining,expense,228434
2025-06-26,Bunga deposito bank,Other Income,income,386667
2025-09-05,Langganan Disney+,Entertainment,expense,236018
2025-06-09,Beli mainan anak di Gramedia,Shopping,expense,3793192
2025-10-10,Pendapatan tambahan kecil,Other Income,income,140427
2025-09-27,Beli tiket bioskop XXI,Entertainment,expense,724192
2025-03-14,Zakat bulanan,Gift & Donation,expense,463598
2025-04-13,Langganan Netflix Premium,Entertainment,expense,931529
2024-12-21,Beli tiket bioskop XXI,Entertainment,expense,864693
2025-06-14,Beli game di Steam,Entertainment,expense,667296
2024-11-23,Donasi ke gereja,Gift & Donation,expense,815319
2025-02-07,Cek kesehatan rutin,Health & Medical,expense,1917539
2024-10-31,Pendapatan dari freelance,Salary,income,9351917
2025-02-21,Langganan Netflix Premium,Entertainment,expense,930488
2025-07-28,Beli sepatu di Shopee,Shopping,expense,3206504
2024-12-31,Pendapatan toko online,Business,income,2412567
2025-03-02,Penarikan tunai ATM,Other Expense,expense,74073
2025-07-08,Belanja baju di Zara,Shopping,expense,284097
2024-11-08,Makan malam di Solaria,Food & Dining,expense,203021
2025-09-01,Pendapatan toko online,Business,income,8067907
2024-12-21,Konsultasi dokter gigi,Health & Medical,expense,1083341
2025-01-24,Beli mainan anak di Gramedia,Shopping,expense,1262493
2025-01-27,Penarikan tunai ATM,Other Expense,expense,58327
2024-11-07,Pesan makanan lewat GrabFood,Food & Dining,expense,46000
2025-09-04,Beli game di Steam,Entertainment,expense,308547
2025-03-22,Langganan Skillshare,Education,expense,2952083
2024-11-03,Bonus proyek akhir tahun,Salary,income,18919472
2025-10-06,Pemasukan dari usaha laundry,Business,income,9971203
2024-12-02,Bayar kursus Python online,Education,expense,4485622
2025-06-02,Zakat bulanan,Gift & Donation,expense,319012
2025-07-22,Denda keterlambatan kartu kredit,Other Expense,expense,135443
2025-09-06,Komisi tambahan,Salary,income,17104251
2025-05-12,Tes darah di klinik,Health & Medical,expense,612172
2025-01-22,Cashback ShopeePay,Other Income,income,378028
2025-06-25,Beli kopi di Janji Jiwa,Food & Dining,expense,222125
2025-04-03,Cek kesehatan rutin,Health & Medical,expense,1754257
2025-09-30,Penarikan tunai ATM,Other Expense,expense,198763
2024-12-05,Bayar air PAM,Bills & Utilities,expense,1352444
2025-07-02,Nonton konser K-pop,Entertainment,expense,706288
2025-02-07,Ngopi bareng teman di KFC,Food & Dining,expense,288753
2025-04-09,Naik Transjakarta,Transportation,expense,184896
2025-06-13,Top up pulsa XL,Bills & Utilities,expense,1654128
2025-05-03,Penarikan tunai ATM,Other Expense,expense,105063
2025-02-01,Pesan makanan lewat GrabFood,Food & Dining,expense,58665
2025-10-18,Langganan Disney+,Entertainment,expense,616505
2025-01-15,Biaya transfer antar bank,Other Expense,expense,16121
2024-12-17,Makan malam di Solaria,Food & Dining,expense,90691
2024-11-20,Biaya admin bank,Other Expense,expense,439342
2025-04-12,Pendapatan dari freelance,Salary,income,19449993
2025-08-27,Beli sepatu di Shopee,Shopping,expense,3723774
2024-12-27,Beli buku pelajaran,Education,expense,556424
2025-07-29,Donasi ke gereja,Gift & Donation,expense,600093
2025-10-22,Beli bunga untuk ibu,Gift & Donation,expense,86636
2024-11-19,Hadiah ulang tahun untuk teman,Gift & Donation,expense,88080
2024-12-15,Bayar SPP anak,Education,expense,4806252
2025-01-05,Pendapatan tambahan kecil,Other Income,income,73805
2024-12-22,Naik Transjakarta,Transportation,expense,85427
2025-01-03,Pembayaran dari klien,Business,income,3181372
2025-09-30,Beli sepatu di Shopee,Shopping,expense,1307147
2025-06-23,Makan malam di Solaria,Food & Dining,expense,288105
2025-08-25,Bayar tol Cikampek,Transportation,expense,167301
2025-08-28,Gaji bulanan dari perusahaan,Salary,income,12147550
2025-03-15,Bayar tol Cikampek,Transportation,expense,124070
2025-10-18,Langganan Disney+,Entertainment,expense,212924
2024-12-13,Langganan internet Biznet,Bills & Utilities,expense,1599065
2024-11-27,Penarikan tunai ATM,Other Expense,expense,72907
2025-08-18,Bayar air PAM,Bills & Utilities,expense,230627
2025-08-08,Bayar air PAM,Bills & Utilities,expense,247048
2025-08-01,Pendapatan tambahan kecil,Other Income,income,366235
2025-08-02,Beli sepatu di Shopee,Shopping,expense,917230
2025-04-04,Bayar kursus Python online,Education,expense,4988028
2025-06-22,Isi bensin Pertalite,Transportation,expense,105569
2025-05-31,Bayar tol Cikampek,Transportation,expense,31019
2025-02-04,Belanja baju di Zara,Shopping,expense,3201807
2025-06-06,Pembayaran dari klien,Business,income,6904875
2024-11-11,Pendapatan dari freelance,Salary,income,13234746
2025-10-17,Beli kopi di Janji Jiwa,Food & Dining,expense,108119
2024-11-07,Makan malam di Solaria,Food & Dining,expense,286697
2025-05-24,Donasi ke gereja,Gift & Donation,expense,986690
2025-03-07,Les privat matematika,Education,expense,3208029
2024-11-11,Beli vitamin C di Guardian,Health & Medical,expense,981317
2025-03-08,Beli tiket bioskop XXI,Entertainment,expense,809643
2024-11-12,Pemasukan dari usaha laundry,Business,income,5488809
2025-09-18,Beli vitamin C di Guardian,Health & Medical,expense,1240052
2025-02-10,Beli skincare di Watsons,Shopping,expense,3745148
2025-08-16,Komisi reseller,Business,income,671685
2025-07-26,Beli tiket bioskop XXI,Entertainment,expense,629828
2025-04-19,Potongan layanan e-wallet,Other Expense,expense,344075
2025-03-11,Parkir di kantor,Transportation,expense,154799
2025-04-22,Cashback ShopeePay,Other Income,income,149753
2025-08-02,Pesan makanan lewat GrabFood,Food & Dining,expense,41779
2024-11-15,Komisi reseller,Business,income,1738955
2025-01-30,Langganan Skillshare,Education,expense,3043928
2024-11-10,Tes darah di klinik,Health & Medical,expense,1338444
2025-04-30,Zakat bulanan,Gift & Donation,expense,742118
2025-04-14,Sumbangan ke yayasan yatim,Gift & Donation,expense,663874
2025-04-28,Isi bensin Pertalite,Transportation,expense,10577
2025-04-02,Gaji bulanan dari perusahaan,Salary,income,17585118
2024-12-26,Beli skincare di Watsons,Shopping,expense,4024703
2025-07-17,Donasi ke gereja,Gift & Donation,expense,279792
2024-11-02,Gaji bulanan dari perusahaan,Salary,income,10681949
2025-01-27,Beli obat flu di apotek,Health & Medical,expense,1365869
2025-01-24,Hadiah ulang tahun untuk teman,Gift & Donation,expense,471488
2025-02-08,Cashback ShopeePay,Other Income,income,453413
2024-11-12,Cashback ShopeePay,Other Income,income,161938
2024-11-03,Beli obat flu di apotek,Health & Medical,expense,461299
2024-12-08,Beli buku pelajaran,Education,expense,4482349
2025-03-20,Beli sepatu di Shopee,Shopping,expense,230458
2025-08-01,Bonus proyek akhir tahun,Salary,income,14198269
2025-06-15,Beli mainan anak di Gramedia,Shopping,expense,3083156
2024-10-24,Langganan internet Biznet,Bills & Utilities,expense,1321010
2025-04-20,Biaya admin bank,Other Expense,expense,183444
2025-05-13,Pemasukan dari usaha laundry,Business,income,3484291
2025-08-11,Tes darah di klinik,Health & Medical,expense,694677
2025-01-16,Bayar kursus Python online,Education,expense,2569570
2025-02-09,Naik Transjakarta,Transportation,expense,66714
2024-12-29,Bayar SPP anak,Education,expense,4953427
2025-07-28,Penarikan tunai ATM,Other Expense,expense,150718
2025-08-04,Langganan Skillshare,Education,expense,3657172
2024-11-13,Cashback ShopeePay,Other Income,income,10825
2025-09-26,Isi bensin Pertalite,Transportation,expense,41376
2025-06-26,Bunga deposito bank,Other Income,income,335093
2025-09-19,Tes darah di klinik,Health & Medical,expense,943936
2025-03-14,Penjualan produk handmade,Business,income,1537468
2025-01-21,Sumbangan ke yayasan yatim,Gift & Donation,expense,397068
2025-01-06,Langganan Netflix Premium,Entertainment,expense,281547
2025-04-11,Belanja baju di Zara,Shopping,expense,3343983
2025-01-27,Parkir di kantor,Transportation,expense,45210
2025-07-26,Biaya transfer antar bank,Other Expense,expense,297444
2025-09-13,Beli sepatu di Shopee,Shopping,expense,1056588
2025-08-26,Gaji bulanan dari perusahaan,Salary,income,11481388
2025-03-13,Beli laptop di Tokopedia,Shopping,expense,177292
2025-07-08,Beli sepatu di Shopee,Shopping,expense,1126287
2024-12-08,Beli tiket bioskop XXI,Entertainment,expense,964596
2025-09-09,Beli laptop di Tokopedia,Shopping,expense,3701157
2025-03-29,Makan malam di Solaria,Food & Dining,expense,278194
2025-05-27,Beli vitamin C di Guardian,Health & Medical,expense,1368161
2024-12-05,Komisi reseller,Business,income,6494947
2025-06-03,Tes darah di klinik,Health & Medical,expense,313941
2025-08-17,Zakat bulanan,Gift & Donation,expense,26428
2025-10-02,Langganan Disney+,Entertainment,expense,865861
2025-07-09,Komisi tambahan,Salary,income,15119308
2025-05-13,Beli laptop di Tokopedia,Shopping,expense,2778473
2025-05-08,Pembayaran dari klien,Business,income,7967079
2025-06-20,Beli tiket bioskop XXI,Entertainment,expense,893004
2025-06-26,Biaya transfer antar bank,Other Expense,expense,331055
2025-09-13,Cek kesehatan rutin,Health & Medical,expense,1201178
2025-06-05,Langganan Skillshare,Education,expense,4366981
2025-04-17,Refund tiket pesawat,Other Income,income,358203
2025-02-16,Cek kesehatan rutin,Health & Medical,expense,997680
2025-03-13,Zakat bulanan,Gift & Donation,expense,45123
2024-12-01,Naik taksi Blue Bird,Transportation,expense,214807
2025-05-26,Naik taksi Blue Bird,Transportation,expense,58736
2025-09-16,Parkir di kantor,Transportation,expense,155512
2025-09-02,Pembayaran dari klien,Business,income,5139401
2025-03-15,Penarikan tunai ATM,Other Expense,expense,217467
2025-08-27,Bayar air PAM,Bills & Utilities,expense,1074347
2024-11-16,Biaya transfer antar bank,Other Expense,expense,238615
2024-11-10,Pembayaran dari klien,Business,income,8821967
2025-03-20,Beli kopi di Janji Jiwa,Food & Dining,expense,60788
2024-11-13,Beli mainan anak di Gramedia,Shopping,expense,319366
2025-09-13,Cashback ShopeePay,Other Income,income,151601
2024-10-26,Sumbangan ke yayasan yatim,Gift & Donation,expense,143675
2025-07-18,Potongan layanan e-wallet,Other Expense,expense,379444
2024-12-23,Komisi reseller,Business,income,7162387
2025-02-26,Pendapatan tambahan kecil,Other Income,income,345763
2025-05-18,Komisi tambahan,Salary,income,6846215
2024-11-10,Bunga deposito bank,Other Income,income,95239
2025-06-07,Beli vitamin C di Guardian,Health & Medical,expense,803550
2025-03-30,Beli sepatu di Shopee,Shopping,expense,2315273
2025-03-12,Refund tiket pesawat,Other Income,income,478522
2025-10-15,Cek kesehatan rutin,Health & Medical,expense,1555488
2025-03-08,Pendapatan toko online,Business,income,4330778
2025-09-28,Naik taksi Blue Bird,Transportation,expense,28158
2025-02-28,Beli laptop di Tokopedia,Shopping,expense,875040
2025-09-28,Pendapatan toko online,Business,income,6579318
2025-06-01,Belanja baju di Zara,Shopping,expense,4816062
2025-09-11,Beli laptop di Tokopedia,Shopping,expense,1709627
2025-03-12,Konsultasi dokter gigi,Health & Medical,expense,1577001
2025-09-27,Langganan Disney+,Entertainment,expense,960625
2025-06-15,Sarapan di Warung Nasi Uduk,Food & Dining,expense,221740
2025-06-04,Pendapatan dari freelance,Salary,income,7004610
2025-08-06,Bayar iuran RT,Bills & Utilities,expense,248794
2025-07-04,Parkir di kantor,Transportation,expense,121646
2025-09-11,Beli obat flu di apotek,Health & Medical,expense,1144052
2024-12-29,Bayar air PAM,Bills & Utilities,expense,948148
2025-01-03,Pesan makanan lewat GrabFood,Food & Dining,expense,79549
2025-05-24,Refund tiket pesawat,Other Income,income,408470
2025-06-22,Beli mainan anak di Gramedia,Shopping,expense,1004432
2025-08-30,Bonus proyek akhir tahun,Salary,income,13629015
2025-02-08,Les privat matematika,Education,expense,250062
2025-06-18,Pemasukan dari usaha laundry,Business,income,6118791
2025-07-11,Komisi reseller,Business,income,3821096
2025-03-15,Top up pulsa XL,Bills & Utilities,expense,1203714
2025-08-14,Langganan internet Biznet,Bills & Utilities,expense,841070
2025-07-14,Sumbangan ke yayasan yatim,Gift & Donation,expense,726340
2024-11-01,Beli bunga untuk ibu,Gift & Donation,expense,337327
2025-04-21,Beli sepatu di Shopee,Shopping,expense,1812106
2025-01-28,Bonus proyek akhir tahun,Salary,income,14358295
2024-12-23,Beli buku pelajaran,Education,expense,2299350
2025-06-04,Pendapatan toko online,Business,income,3587550
2025-10-07,Penarikan tunai ATM,Other Expense,expense,432509
2025-03-01,Zakat bulanan,Gift & Donation,expense,860022
2025-03-17,Bayar kursus Python online,Education,expense,1640116
2025-06-26,Cashback ShopeePay,Other Income,income,70918
2024-11-24,Les privat matematika,Education,expense,3354795
2025-04-16,Biaya transfer antar bank,Other Expense,expense,309668
2025-08-05,Komisi tambahan,Salary,income,10198326
2025-09-23,Beli game di Steam,Entertainment,expense,857872
2025-06-05,Penarikan tunai ATM,Other Expense,expense,277489
2025-09-01,Beli game di Steam,Entertainment,expense,836648
2025-06-17,Bayar tagihan listrik,Bills & Utilities,expense,1366351
2024-11-30,Pendapatan dari freelance,Salary,income,17534035
2025-04-07,Bonus proyek akhir tahun,Salary,income,16960779
2025-10-02,Bonus proyek akhir tahun,Salary,income,7559842
2025-01-13,Pemasukan dari usaha laundry,Business,income,3857941
2025-04-22,Makan malam di Solaria,Food & Dining,expense,78380
2024-11-19,Donasi ke gereja,Gift & Donation,expense,676120
2025-08-29,Beli tiket bioskop XXI,Entertainment,expense,90718
2025-04-02,Tes darah di klinik,Health & Medical,expense,766770
2025-09-20,Ngopi bareng teman di KFC,Food & Dining,expense,60377
2025-03-18,Bayar tagihan listrik,Bills & Utilities,expense,1887393
2025-07-22,Pendapatan toko online,Business,income,3712679
2025-01-26,Bayar tagihan listrik,Bills & Utilities,expense,597230
2025-07-01,Refund tiket pesawat,Other Income,income,322015
2025-10-12,Pembayaran dari klien,Business,income,9713284
2024-11-28,Naik taksi Blue Bird,Transportation,expense,236305
2025-05-28,Beli vitamin C di Guardian,Health & Medical,expense,1420449
2025-06-17,Pesan makanan lewat GrabFood,Food & Dining,expense,82542
2025-03-06,Langganan internet Biznet,Bills & Utilities,expense,1859306
2025-06-20,Langganan internet Biznet,Bills & Utilities,expense,1185052
2024-11-01,Beli mainan anak di Gramedia,Shopping,expense,2415321
2025-07-06,Komisi reseller,Business,income,983603
2025-10-20,Denda keterlambatan kartu kredit,Other Expense,expense,90159
2024-12-22,Beli sepatu di Shopee,Shopping,expense,145760
2024-12-25,Beli buku pelajaran,Education,expense,1248091
2025-02-17,Hadiah ulang tahun untuk teman,Gift & Donation,expense,719107
2025-06-21,Bayar air PAM,Bills & Utilities,expense,1133637
2024-12-12,Bayar SPP anak,Education,expense,899664
2025-04-29,Sarapan di Warung Nasi Uduk,Food & Dining,expense,34212
2024-11-26,Bunga deposito bank,Other Income,income,380974
2024-12-06,Pemasukan dari usaha laundry,Business,income,5766322
2025-10-18,Hadiah ulang tahun untuk teman,Gift & Donation,expense,370761
2025-06-20,Penjualan barang bekas,Other Income,income,289585
2024-11-21,Naik taksi Blue Bird,Transportation,expense,232791
2025-03-30,Penjualan barang bekas,Other Income,income,163963
2025-03-18,Bayar tol Cikampek,Transportation,expense,153939
2025-09-04,Refund tiket pesawat,Other Income,income,180032
2025-10-03,Parkir di kantor,Transportation,expense,123308
2025-05-14,Hadiah ulang tahun untuk teman,Gift & Donation,expense,43103
2025-04-14,Langganan Netflix Premium,Entertainment,expense,976028
2025-07-19,Makan malam di Solaria,Food & Dining,expense,137007
2025-05-06,Ngopi bareng teman di KFC,Food & Dining,expense,122354
2025-02-18,Nonton konser K-pop,Entertainment,expense,823918
2025-07-25,Potongan layanan e-wallet,Other Expense,expense,51427
2025-05-19,Refund tiket pesawat,Other Income,income,428819
2025-10-14,Biaya transfer antar bank,Other Expense,expense,36153
2024-11-30,Beli sepatu di Shopee,Shopping,expense,4170305
2025-09-30,Penjualan produk handmade,Business,income,4970874
2025-05-13,Makan malam di Solaria,Food & Dining,expense,291272
2025-06-13,Hadiah ulang tahun untuk teman,Gift & Donation,expense,630657
2025-02-13,Naik Transjakarta,Transportation,expense,47210
2025-06-07,Komisi tambahan,Salary,income,17997802
2024-11-05,Beli kopi di Janji Jiwa,Food & Dining,expense,167864
2025-05-27,Hadiah ulang tahun untuk teman,Gift & Donation,expense,632500
2024-12-04,Refund tiket pesawat,Other Income,income,371241
2025-07-01,Pendapatan dari freelance,Salary,income,16798048
2025-03-27,Gaji bulanan dari perusahaan,Salary,income,13214447
2024-10-23,Penarikan tunai ATM,Other Expense,expense,435066
2025-08-17,Refund tiket pesawat,Other Income,income,261175
2025-03-07,Tes darah di klinik,Health & Medical,expense,1965290
2025-08-20,Beli game di Steam,Entertainment,expense,144935
2025-08-31,Tes darah di klinik,Health & Medical,expense,1392842
2025-08-13,Bayar iuran RT,Bills & Utilities,expense,432720
2025-04-01,Beli laptop di Tokopedia,Shopping,expense,2752426
2025-08-10,Beli kopi di Janji Jiwa,Food & Dining,expense,279550
2025-07-03,Pendapatan dari freelance,Salary,income,14288311
2025-01-12,Tunjangan makan bulanan,Salary,income,19909138
2025-10-22,Bunga deposito bank,Other Income,income,371837
2025-08-30,Langganan Skillshare,Education,expense,3033782
2025-03-31,Bayar tagihan listrik,Bills & Utilities,expense,1387962
2025-02-08,Beli buku pelajaran,Education,expense,3973674
2025-09-20,Bonus proyek akhir tahun,Salary,income,7622747
2025-09-11,Beli vitamin C di Guardian,Health & Medical,expense,828163
2024-11-15,Biaya admin bank,Other Expense,expense,321774
